"subject_id","X0__0","X1__0","X2__0","X0__1","X1__1","X2__1","X0__2","X1__2","X2__2","X0__3","X1__3","X2__3","X0__4","X1__4","X2__4","X0__5","X1__5","X2__5","X0__6","X1__6","X2__6","X0__7","X1__7","X2__7","X0__8","X1__8","X2__8","X0__9","X1__9","X2__9","X0__10","X1__10","X2__10","X0__11","X1__11","X2__11"
"227","1.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"228","0.0","2.0","0.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0"
"229","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0"
"230","2.0","0.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0"
"231","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0"
"232","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","1.0","2.0","2.0","0.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0"
"233","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0"
"234","1.0","1.0","0.0","1.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0"
"235","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0","0.0","0.0","1.0","0.0"
"236","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0"
"237","1.0","1.0","0.0","2.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0"
"238","0.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","2.0","0.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0"
"239","1.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","2.0"
"240","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0"
"241","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","0.0","2.0","1.0","2.0","0.0","2.0","1.0","2.0","1.0"
"242","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0"
"243","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0"
"244","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"245","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0"
"246","2.0","0.0","2.0","1.0","2.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","0.0","2.0"
"247","0.0","2.0","1.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0"
"248","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","2.0"
"249","0.0","2.0","2.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","2.0"
"250","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0"
"251","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0"
"252","1.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","0.0","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0"
"253","0.0","2.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0","0.0","1.0","2.0","2.0","1.0","1.0","2.0","0.0"
"254","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","0.0","2.0","0.0","0.0","1.0"
"255","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0"
"256","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0"
"257","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0"
"258","1.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0"
"259","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","1.0","2.0","1.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","1.0"
"260","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","0.0","0.0"
"261","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0"
"262","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","2.0","2.0","0.0","1.0","1.0","1.0","1.0","2.0"
"263","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0"
"264","1.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0"
"265","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0"
"266","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0"
"267","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0"
"268","1.0","1.0","2.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"269","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","2.0","1.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"270","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","1.0","2.0","0.0","1.0","1.0","2.0","0.0"
"271","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"272","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","1.0","1.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","1.0","2.0","0.0"
"273","0.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","1.0","2.0"
"274","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0"
"275","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0"
"276","1.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"277","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0","1.0"
"278","1.0","1.0","1.0","1.0","1.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"279","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0"
"280","2.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0"
"281","0.0","2.0","2.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0"
"282","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0"
"283","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","1.0","2.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0"
"284","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"285","1.0","2.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0"
"286","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","1.0","1.0"
"287","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0"
"288","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0"
"289","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0"
"290","1.0","0.0","1.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0"
"291","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","2.0"
"292","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0"
"293","1.0","1.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","1.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","2.0","2.0","0.0","2.0","0.0","0.0"
"294","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0"
"295","1.0","1.0","1.0","2.0","0.0","2.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","2.0","1.0","1.0"
"296","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","1.0","2.0"
"297","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0"
"298","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"299","0.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0","1.0","0.0","2.0","0.0"
"300","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","1.0"
"301","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"302","2.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0","2.0","2.0"
"303","0.0","2.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0"
"304","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0"
"305","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","2.0","0.0","1.0","0.0","1.0"
"306","0.0","0.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0"
"307","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","0.0","1.0"
"308","2.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","1.0","0.0"
"309","2.0","2.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0"
"310","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","1.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","2.0"
"311","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"312","1.0","1.0","1.0","2.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0"
"313","0.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"314","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0","0.0"
"315","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0"
"316","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","1.0","1.0","2.0","2.0","2.0","2.0","0.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0"
"317","1.0","1.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0"
"318","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","1.0","2.0","0.0","1.0","1.0","2.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"319","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0"
