"subject_id","X0__0","X1__0","X2__0","X3__0","X4__0","X5__0","X6__0","X7__0","X8__0","X9__0","X0__1","X1__1","X2__1","X3__1","X4__1","X5__1","X6__1","X7__1","X8__1","X9__1","X0__2","X1__2","X2__2","X3__2","X4__2","X5__2","X6__2","X7__2","X8__2","X9__2","X0__3","X1__3","X2__3","X3__3","X4__3","X5__3","X6__3","X7__3","X8__3","X9__3","X0__4","X1__4","X2__4","X3__4","X4__4","X5__4","X6__4","X7__4","X8__4","X9__4"
"66","0.0","1.0","3.0","3.0","1.0","3.0","2.0","3.0","0.0","0.0","2.0","0.0","3.0","3.0","1.0","0.0","2.0","1.0","1.0","2.0","0.0","0.0","3.0","3.0","0.0","3.0","0.0","2.0","0.0","3.0","0.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","3.0","3.0","0.0","0.0","3.0","3.0","0.0","1.0","1.0","1.0","1.0","3.0"
"67","3.0","3.0","0.0","0.0","0.0","1.0","0.0","0.0","2.0","2.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","0.0","3.0","1.0","2.0","1.0","2.0","2.0","3.0","3.0","0.0","2.0","2.0","2.0","3.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0"
"68","3.0","2.0","0.0","1.0","3.0","0.0","1.0","0.0","2.0","1.0","3.0","0.0","1.0","2.0","1.0","3.0","0.0","1.0","2.0","2.0","3.0","0.0","3.0","3.0","0.0","1.0","3.0","3.0","2.0","1.0","3.0","0.0","2.0","0.0","2.0","3.0","1.0","1.0","3.0","1.0","3.0","0.0","0.0","3.0","0.0","0.0","0.0","3.0","1.0","1.0"
"69","2.0","2.0","3.0","2.0","3.0","2.0","1.0","1.0","0.0","1.0","2.0","2.0","2.0","3.0","2.0","2.0","1.0","1.0","3.0","0.0","1.0","1.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","3.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0","2.0","0.0"
"70","0.0","0.0","3.0","3.0","1.0","1.0","3.0","2.0","2.0","1.0","0.0","0.0","3.0","3.0","3.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","3.0","3.0","0.0","1.0","0.0","1.0","1.0","0.0","3.0","0.0","3.0","3.0","3.0","2.0","0.0","0.0","2.0","3.0","3.0","0.0","3.0","2.0","2.0","2.0","3.0","0.0","0.0","0.0"
"71","0.0","0.0","1.0","1.0","3.0","1.0","0.0","3.0","2.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","2.0","3.0","0.0","1.0","3.0","3.0","1.0","1.0","3.0","2.0","0.0","0.0","1.0","3.0","1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0","2.0","1.0","1.0"
"72","1.0","1.0","3.0","3.0","3.0","3.0","1.0","0.0","2.0","0.0","1.0","2.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","0.0","3.0","3.0","3.0","3.0","3.0","3.0","0.0","2.0","3.0","0.0","1.0","3.0","3.0","3.0","3.0","3.0","2.0","1.0","1.0","0.0","3.0","2.0","3.0","3.0","3.0","3.0","0.0","1.0","3.0","1.0"
"73","0.0","0.0","2.0","1.0","3.0","0.0","1.0","3.0","2.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","2.0","3.0","1.0","2.0","0.0","0.0","1.0","1.0","0.0","3.0","3.0","3.0","3.0","3.0","0.0","0.0","1.0","0.0","0.0","3.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","3.0","0.0","3.0","2.0","0.0","1.0","1.0"
"74","3.0","0.0","3.0","2.0","2.0","2.0","1.0","1.0","3.0","1.0","2.0","1.0","3.0","3.0","2.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","3.0","3.0","2.0","2.0","3.0","0.0","0.0","1.0","0.0","0.0","3.0","3.0","2.0","2.0","3.0","0.0","3.0","1.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","0.0","1.0","2.0"
"75","3.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","3.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","3.0","2.0","1.0","0.0","0.0","3.0","1.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0","1.0","2.0"
"76","0.0","3.0","1.0","3.0","2.0","2.0","3.0","0.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","0.0","2.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","1.0","1.0","0.0","1.0","2.0","2.0","3.0","0.0","0.0","2.0","3.0","2.0","0.0","0.0"
"77","0.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","1.0","3.0","1.0","2.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","0.0","3.0","2.0","3.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","3.0","3.0","3.0","3.0","2.0","1.0","1.0","0.0"
"78","3.0","0.0","3.0","3.0","2.0","1.0","2.0","1.0","3.0","0.0","0.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","0.0","0.0","0.0","3.0","3.0","2.0","0.0","2.0","3.0","0.0","1.0","2.0","0.0","3.0","3.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","0.0","3.0"
"79","0.0","0.0","1.0","1.0","2.0","3.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","0.0","2.0","0.0","2.0","2.0","3.0","2.0","0.0","0.0","1.0","1.0","3.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","3.0","0.0","0.0","0.0","1.0","3.0","3.0","0.0","0.0","1.0","2.0"
"80","2.0","2.0","0.0","1.0","3.0","2.0","1.0","1.0","1.0","0.0","3.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","0.0","2.0","2.0","1.0","0.0","0.0","3.0"
"81","0.0","1.0","3.0","3.0","3.0","3.0","1.0","0.0","3.0","3.0","3.0","1.0","3.0","3.0","3.0","0.0","3.0","0.0","3.0","1.0","2.0","2.0","3.0","3.0","3.0","3.0","3.0","3.0","1.0","2.0","2.0","0.0","3.0","3.0","3.0","3.0","2.0","2.0","0.0","1.0","2.0","1.0","3.0","3.0","3.0","3.0","0.0","3.0","2.0","3.0"
"82","3.0","3.0","0.0","2.0","3.0","3.0","2.0","0.0","2.0","2.0","3.0","3.0","2.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","2.0","3.0","1.0","3.0","3.0","2.0","0.0","1.0","2.0","2.0","3.0","3.0","3.0","3.0","0.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","1.0","1.0","3.0","1.0","3.0","3.0","2.0","2.0"
"83","0.0","2.0","3.0","1.0","3.0","2.0","3.0","0.0","2.0","2.0","0.0","3.0","1.0","1.0","3.0","2.0","0.0","0.0","2.0","2.0","1.0","3.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","2.0","3.0","1.0","3.0","2.0","0.0","0.0","2.0","2.0","3.0","1.0","3.0","3.0","3.0","3.0","1.0","0.0","2.0","2.0"
"84","3.0","0.0","2.0","0.0","0.0","2.0","0.0","0.0","3.0","2.0","0.0","1.0","1.0","3.0","3.0","3.0","0.0","0.0","2.0","2.0","0.0","0.0","2.0","3.0","3.0","0.0","0.0","0.0","2.0","1.0","3.0","2.0","0.0","2.0","0.0","1.0","0.0","3.0","2.0","2.0","1.0","1.0","2.0","0.0","3.0","0.0","0.0","0.0","2.0","2.0"
"85","2.0","0.0","0.0","3.0","3.0","3.0","3.0","1.0","3.0","3.0","0.0","2.0","1.0","3.0","3.0","3.0","3.0","0.0","1.0","3.0","0.0","3.0","3.0","3.0","3.0","3.0","1.0","0.0","1.0","2.0","1.0","1.0","3.0","3.0","3.0","3.0","3.0","1.0","1.0","0.0","3.0","2.0","3.0","3.0","3.0","1.0","2.0","1.0","2.0","2.0"
"86","3.0","0.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0","2.0","1.0","0.0","3.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0","3.0","1.0","2.0","0.0","0.0","3.0","2.0","1.0","0.0","0.0","2.0","3.0","3.0","0.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","3.0","0.0","0.0","2.0","2.0"
"87","3.0","3.0","2.0","3.0","3.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","1.0","0.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","3.0","1.0","0.0","2.0","2.0","3.0","3.0","0.0","3.0","1.0","0.0","2.0","1.0","0.0","0.0","1.0","3.0","1.0","0.0","2.0","3.0","3.0","3.0","2.0","1.0"
"88","0.0","0.0","0.0","1.0","3.0","0.0","1.0","1.0","1.0","3.0","0.0","1.0","3.0","3.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","1.0","2.0","0.0","0.0","3.0","0.0","3.0","3.0","2.0","1.0","0.0","1.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","1.0","1.0","1.0","0.0"
"89","0.0","3.0","1.0","2.0","2.0","2.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","3.0","3.0","2.0","0.0","2.0","0.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","2.0","0.0","0.0","0.0","0.0","3.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","3.0","1.0","3.0"
"90","0.0","0.0","1.0","3.0","1.0","2.0","1.0","0.0","0.0","3.0","2.0","0.0","3.0","3.0","2.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0","3.0","3.0","2.0","2.0","2.0","1.0","3.0","3.0","1.0","0.0","3.0","3.0","2.0","2.0","2.0","1.0","1.0","3.0","2.0","0.0","3.0","0.0","2.0","2.0","3.0","1.0","2.0","2.0"
"91","2.0","3.0","3.0","3.0","2.0","1.0","3.0","3.0","2.0","0.0","0.0","3.0","1.0","3.0","0.0","3.0","1.0","1.0","2.0","2.0","0.0","0.0","3.0","3.0","1.0","3.0","0.0","2.0","3.0","1.0","0.0","0.0","3.0","1.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","3.0","3.0","0.0","0.0","2.0","1.0","1.0","2.0"
"92","0.0","3.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0","1.0","1.0","0.0","3.0","1.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","2.0","3.0","2.0","3.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","3.0","2.0","2.0","1.0","1.0","0.0","3.0"
"93","1.0","3.0","0.0","2.0","2.0","2.0","1.0","3.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","0.0","3.0","1.0","3.0","2.0","3.0","2.0","0.0","0.0","1.0","1.0","3.0","3.0","2.0","0.0","3.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0"
"94","1.0","2.0","2.0","2.0","3.0","1.0","0.0","0.0","2.0","2.0","2.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","0.0","3.0","0.0","0.0","3.0","2.0","2.0","1.0","3.0","1.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","3.0","3.0","0.0","1.0","1.0","3.0","0.0","0.0","2.0","2.0"
"95","0.0","0.0","3.0","3.0","2.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0","0.0","3.0","2.0","2.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","3.0","2.0","0.0","3.0","3.0","2.0","0.0","0.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","0.0","2.0","3.0","0.0","3.0","3.0","3.0","3.0","0.0","3.0","0.0","1.0"
"96","0.0","0.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","3.0","0.0","0.0","3.0","3.0","2.0","3.0","2.0","0.0","2.0","0.0","0.0","0.0","3.0","3.0","2.0","3.0","1.0","1.0","3.0","3.0","0.0","0.0","1.0","3.0","2.0","2.0","0.0","3.0","0.0","3.0","0.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","3.0","0.0"
"97","3.0","0.0","3.0","3.0","2.0","2.0","3.0","3.0","1.0","1.0","3.0","0.0","3.0","1.0","2.0","2.0","1.0","2.0","1.0","1.0","3.0","2.0","3.0","3.0","2.0","1.0","2.0","1.0","3.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","3.0","1.0","3.0","3.0","2.0","2.0","2.0","3.0","1.0","0.0"
"98","3.0","0.0","1.0","1.0","3.0","2.0","3.0","2.0","2.0","1.0","3.0","0.0","3.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","3.0","3.0","1.0","3.0","0.0","2.0","2.0","1.0","3.0","0.0","2.0","3.0","1.0","1.0","1.0","0.0","1.0","1.0","3.0","0.0","1.0","3.0","0.0","2.0","1.0","1.0","2.0","1.0"
"99","0.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","3.0","3.0","1.0","0.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","3.0","0.0","3.0","1.0","1.0","0.0","2.0","0.0","0.0","3.0","3.0","0.0","2.0","1.0","3.0","2.0","0.0","0.0","0.0","3.0","3.0","1.0","3.0","0.0","1.0","1.0","0.0"
"100","1.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0","3.0","1.0","3.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","2.0","3.0","2.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0"
"101","0.0","0.0","0.0","3.0","3.0","2.0","0.0","0.0","1.0","2.0","1.0","3.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0","2.0","0.0","3.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0","0.0","1.0","2.0","3.0","1.0","0.0","2.0","2.0","2.0","3.0","2.0","3.0","1.0","1.0","3.0","0.0","2.0","2.0","3.0"
"102","2.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","3.0","0.0","0.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","3.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0"
"103","0.0","0.0","1.0","1.0","3.0","2.0","3.0","2.0","1.0","3.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","3.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","2.0","3.0","3.0","3.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0","1.0","3.0","3.0","0.0","0.0","1.0","1.0","2.0","3.0","2.0","3.0","2.0","0.0"
"104","0.0","2.0","3.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","0.0","3.0","3.0","2.0","3.0","3.0","3.0","1.0","2.0","0.0","0.0","3.0","3.0","3.0","0.0","1.0","0.0","0.0","3.0","0.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","3.0","3.0","3.0","3.0","0.0","2.0"
"105","0.0","1.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","1.0","3.0","3.0","0.0","2.0","2.0","2.0","0.0","2.0","3.0","1.0","0.0","1.0","3.0","1.0","1.0","2.0","0.0","0.0","3.0","0.0","3.0","0.0","1.0","3.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","3.0","1.0","0.0","2.0","2.0","0.0","2.0","0.0","1.0"
"106","0.0","0.0","3.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","3.0","0.0","3.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","2.0","0.0","3.0","2.0","2.0","2.0","0.0","2.0","0.0","1.0","0.0","0.0","3.0","3.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","3.0","3.0","3.0","3.0","0.0","2.0","0.0","3.0"
"107","0.0","0.0","1.0","1.0","2.0","3.0","3.0","1.0","2.0","3.0","3.0","0.0","1.0","2.0","1.0","3.0","3.0","0.0","1.0","3.0","0.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","3.0","3.0","0.0","1.0","2.0","1.0","0.0","2.0","3.0","1.0","2.0","0.0","2.0","0.0","1.0","1.0","2.0","1.0","0.0","2.0","0.0","3.0"
"108","0.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","1.0","1.0","3.0","3.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","0.0","0.0","3.0","2.0","2.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","1.0","1.0","3.0","3.0","1.0","0.0","3.0","2.0","2.0","0.0","1.0","1.0","1.0"
"109","1.0","0.0","1.0","1.0","3.0","3.0","3.0","1.0","0.0","0.0","0.0","0.0","1.0","2.0","3.0","1.0","1.0","3.0","3.0","3.0","0.0","1.0","0.0","1.0","0.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0","3.0","0.0","2.0","2.0","2.0"
"110","1.0","0.0","3.0","0.0","2.0","2.0","0.0","0.0","2.0","3.0","0.0","1.0","3.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","3.0","2.0","3.0","0.0","2.0","2.0","0.0","0.0","0.0","3.0","3.0","3.0","3.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","1.0","3.0","0.0","3.0","2.0","0.0","0.0","3.0","1.0","2.0"
"111","0.0","0.0","1.0","1.0","2.0","3.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","3.0","1.0","2.0","1.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","1.0","3.0","2.0","2.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","2.0","2.0","3.0","3.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0"
"112","0.0","0.0","1.0","1.0","1.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","1.0","1.0","2.0","3.0","2.0","3.0","3.0","3.0","0.0","1.0","0.0","1.0","1.0","3.0","3.0","1.0","2.0","0.0","0.0","3.0","1.0","3.0","3.0","1.0","1.0","2.0","0.0","0.0","0.0","3.0","1.0","1.0","2.0","0.0","2.0","2.0","0.0","2.0"
"113","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","0.0","1.0","3.0","1.0","0.0","0.0","2.0","2.0","3.0","0.0","1.0","2.0","3.0","1.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","3.0","3.0","0.0","1.0","3.0","1.0","2.0","1.0","0.0","2.0","2.0"
"114","0.0","3.0","3.0","0.0","2.0","2.0","1.0","1.0","3.0","1.0","0.0","2.0","3.0","1.0","2.0","2.0","1.0","1.0","3.0","1.0","3.0","1.0","0.0","1.0","2.0","2.0","1.0","1.0","3.0","2.0","2.0","3.0","3.0","0.0","2.0","2.0","1.0","1.0","3.0","2.0","1.0","3.0","2.0","0.0","2.0","2.0","1.0","1.0","3.0","3.0"
"115","2.0","1.0","3.0","3.0","2.0","3.0","1.0","1.0","2.0","0.0","0.0","2.0","3.0","3.0","2.0","2.0","0.0","3.0","0.0","0.0","3.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","1.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","3.0","0.0","2.0","3.0","3.0","2.0","2.0","0.0","3.0","1.0","0.0"
"116","0.0","0.0","1.0","1.0","3.0","0.0","3.0","2.0","2.0","2.0","3.0","0.0","3.0","1.0","0.0","3.0","1.0","3.0","0.0","2.0","3.0","0.0","1.0","1.0","1.0","3.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","2.0","1.0","0.0","1.0","2.0","2.0","1.0","2.0"
"117","3.0","3.0","2.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","3.0","3.0","0.0","1.0","0.0","1.0","2.0","2.0","2.0","2.0","3.0","3.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","3.0","3.0","3.0","0.0","3.0","1.0","2.0","0.0","2.0","2.0","3.0","3.0","1.0","3.0","3.0","1.0","2.0","0.0","2.0","2.0"
"118","3.0","2.0","0.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","3.0","2.0","3.0","2.0","1.0","3.0","0.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","0.0","0.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","3.0","0.0","0.0","2.0","2.0","2.0","3.0","3.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"119","0.0","0.0","3.0","3.0","2.0","1.0","0.0","1.0","3.0","0.0","0.0","1.0","3.0","3.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0","3.0","3.0","3.0","2.0","0.0","1.0","0.0","3.0","0.0","0.0","3.0","3.0","2.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","3.0","3.0","1.0","2.0","1.0","2.0","2.0","0.0"
"120","0.0","0.0","3.0","1.0","3.0","0.0","1.0","1.0","3.0","3.0","0.0","0.0","1.0","1.0","3.0","2.0","2.0","3.0","2.0","3.0","0.0","0.0","1.0","2.0","1.0","3.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","2.0","2.0","3.0","2.0","2.0","0.0","1.0","1.0","0.0","2.0","2.0","3.0","2.0","0.0"
"121","0.0","2.0","3.0","3.0","1.0","0.0","1.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","2.0","2.0","3.0","2.0","2.0","2.0","0.0","0.0","3.0","3.0","2.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","3.0","3.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","0.0","3.0","3.0","0.0","3.0","1.0","3.0","1.0","2.0"
"122","0.0","3.0","3.0","0.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0","0.0","3.0","3.0","0.0","2.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","3.0","2.0","1.0","2.0","0.0","1.0","1.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","2.0","3.0"
"123","1.0","3.0","3.0","0.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0","3.0","1.0","2.0","3.0","0.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","2.0","1.0","3.0","0.0","0.0","2.0","2.0","1.0","3.0","3.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0","3.0","3.0","2.0","1.0","0.0","0.0","1.0","3.0","2.0","1.0"
"124","3.0","1.0","3.0","3.0","2.0","2.0","1.0","1.0","0.0","1.0","3.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0","3.0","3.0","2.0","3.0","2.0","1.0","1.0","2.0","1.0","1.0","3.0","1.0","3.0","2.0","3.0","3.0","2.0","2.0","1.0","1.0","0.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0","1.0","1.0","2.0","0.0"
"125","1.0","0.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","1.0","2.0","0.0","2.0","0.0","0.0","2.0","2.0","0.0","3.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","3.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","0.0","0.0","3.0","2.0"
"126","1.0","1.0","3.0","3.0","0.0","3.0","2.0","2.0","1.0","2.0","3.0","2.0","3.0","3.0","1.0","3.0","0.0","1.0","2.0","1.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","0.0","3.0","2.0","2.0","1.0","0.0","3.0","3.0","3.0","2.0","2.0","3.0","1.0","2.0","2.0","3.0","3.0","2.0","3.0","1.0","0.0","3.0","3.0"
"127","0.0","2.0","3.0","0.0","2.0","2.0","2.0","0.0","2.0","2.0","0.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","0.0","1.0","3.0","0.0","3.0","3.0","2.0","2.0","0.0","3.0","2.0","3.0","0.0","1.0","3.0","3.0","2.0","0.0","2.0","2.0","3.0","1.0","2.0","1.0","3.0","3.0","2.0","2.0","2.0","0.0","3.0","0.0"
"128","1.0","1.0","3.0","1.0","3.0","2.0","1.0","1.0","1.0","3.0","1.0","0.0","3.0","2.0","2.0","2.0","1.0","1.0","0.0","3.0","1.0","0.0","3.0","0.0","2.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","1.0","1.0","2.0","0.0","1.0","1.0","0.0","3.0"
"129","1.0","0.0","1.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","3.0","0.0","0.0","2.0","2.0","2.0","2.0","0.0","1.0","1.0","1.0","3.0","1.0","3.0","2.0","0.0","0.0","0.0","3.0","1.0","0.0","3.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0","2.0","1.0","2.0"
"130","3.0","0.0","3.0","2.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","0.0","3.0","3.0","2.0","0.0","3.0","3.0","2.0","2.0","0.0","0.0","3.0","1.0","0.0","0.0","2.0","3.0","2.0","2.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","2.0","2.0","2.0","0.0","0.0","0.0","3.0"
"131","2.0","2.0","3.0","3.0","2.0","2.0","1.0","0.0","1.0","3.0","2.0","0.0","3.0","3.0","2.0","2.0","2.0","3.0","1.0","1.0","1.0","2.0","3.0","3.0","2.0","2.0","0.0","1.0","1.0","2.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","2.0","1.0","1.0","2.0","0.0","3.0","3.0","3.0","2.0","0.0","0.0","3.0","3.0"
"132","3.0","0.0","3.0","0.0","1.0","3.0","1.0","1.0","2.0","0.0","3.0","2.0","1.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0","1.0","3.0","0.0","1.0","3.0","1.0","1.0","0.0","1.0","2.0","1.0","3.0","0.0","3.0","3.0","0.0","1.0","2.0","2.0","2.0","1.0"
