"subject_id","X0__0","X1__0","X2__0","X0__1","X1__1","X2__1","X0__2","X1__2","X2__2","X0__3","X1__3","X2__3","X0__4","X1__4","X2__4","X0__5","X1__5","X2__5"
"181","2.0","1.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","1.0","0.0"
"182","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","0.0","2.0","2.0","2.0","2.0","1.0","1.0"
"183","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","2.0"
"184","0.0","2.0","2.0","1.0","1.0","2.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0"
"185","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0","0.0"
"186","1.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0"
"187","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"188","0.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"189","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"190","2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"191","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0"
"192","2.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"193","0.0","0.0","2.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","1.0"
"194","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","0.0"
"195","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0"
"196","0.0","2.0","0.0","1.0","1.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","1.0","1.0"
"197","1.0","1.0","2.0","2.0","1.0","0.0","2.0","1.0","1.0","2.0","0.0","0.0","1.0","2.0","2.0","0.0","2.0","1.0"
"198","1.0","2.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","2.0","1.0","2.0","0.0","0.0","1.0","1.0","1.0","0.0"
"199","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","2.0","2.0","1.0","0.0","0.0","1.0"
"200","1.0","1.0","0.0","2.0","1.0","0.0","1.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0"
"201","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0","2.0","1.0"
"202","1.0","1.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0"
"203","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0"
"204","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"205","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","2.0","2.0"
"206","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","0.0"
"207","2.0","0.0","0.0","2.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"208","1.0","2.0","1.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"209","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0"
"210","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0"
"211","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","2.0","0.0"
"212","0.0","2.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0"
"213","0.0","2.0","0.0","1.0","1.0","0.0","2.0","1.0","1.0","2.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0"
"214","1.0","0.0","2.0","1.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0"
"215","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0"
"216","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","1.0","1.0","2.0","0.0","1.0","2.0","1.0","0.0","1.0"
"217","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","1.0","0.0","0.0"
"218","1.0","0.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","2.0","0.0","2.0","2.0"
"219","1.0","2.0","1.0","2.0","2.0","0.0","2.0","1.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0"
"220","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","2.0","2.0","2.0","0.0"
"221","2.0","0.0","1.0","1.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","2.0"
"222","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","1.0"
"223","0.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0"
"224","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0","2.0","2.0","0.0","2.0"
"225","1.0","1.0","1.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0"
"226","2.0","1.0","0.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"227","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0","1.0","2.0","2.0"
"228","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"229","0.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0"
"230","1.0","2.0","0.0","1.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0"
"231","2.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0"
"232","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0","0.0","0.0"
"233","2.0","0.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0"
"234","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"235","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0"
"236","0.0","0.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0"
"237","1.0","1.0","2.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","2.0","2.0"
"238","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0"
"239","2.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0"
"240","1.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0","1.0"
"241","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0"
"242","0.0","2.0","1.0","1.0","1.0","0.0","2.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0"
"243","1.0","1.0","1.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"244","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0"
"245","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0"
"246","2.0","2.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","2.0","1.0"
"247","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0"
"248","0.0","2.0","2.0","0.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0","2.0","2.0","2.0","2.0","1.0","2.0","1.0"
"249","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0"
"250","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","0.0","0.0","2.0","1.0","2.0","2.0","2.0","0.0"
"251","0.0","2.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","1.0"
"252","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0","0.0","1.0","2.0","0.0"
"253","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","2.0","2.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0"
"254","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0"
"255","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0"
"256","0.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0"
"257","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","2.0","0.0","1.0","2.0","0.0"
"258","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0"
"259","2.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","2.0","0.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0"
"260","0.0","2.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","1.0"
"261","0.0","2.0","2.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","2.0","1.0"
"262","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","2.0","1.0","0.0","2.0","0.0","1.0","0.0"
"263","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","2.0"
"264","1.0","2.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0"
"265","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"266","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0"
"267","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","1.0","2.0","0.0","0.0","1.0"
"268","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0"
"269","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0"
"270","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0"
"271","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0"
"272","0.0","1.0","1.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"273","1.0","2.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0"
"274","2.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0"
"275","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0"
"276","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0"
"277","2.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0"
"278","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","1.0","0.0","1.0"
"279","1.0","1.0","1.0","1.0","1.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0"
"280","2.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0","1.0","2.0","2.0","1.0","2.0"
"281","0.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"282","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"283","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","2.0","1.0","1.0","1.0","0.0","1.0"
"284","0.0","0.0","0.0","1.0","2.0","1.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0"
"285","0.0","2.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"286","2.0","0.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0"
"287","2.0","0.0","2.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","0.0","1.0","2.0","0.0","0.0","2.0","2.0"
"288","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","0.0","1.0","1.0","0.0","1.0","2.0","0.0"
"289","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0"
"290","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0"
"291","1.0","2.0","1.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0"
"292","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0"
"293","2.0","2.0","0.0","0.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0"
"294","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0"
"295","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","0.0"
"296","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","2.0","2.0","0.0","1.0","0.0","1.0","0.0","1.0"
"297","1.0","0.0","1.0","2.0","1.0","0.0","1.0","0.0","2.0","1.0","0.0","1.0","1.0","2.0","0.0","0.0","0.0","1.0"
"298","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0"
"299","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0"
"300","2.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0"
"301","2.0","0.0","2.0","0.0","1.0","2.0","0.0","1.0","1.0","0.0","2.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0"
"302","0.0","0.0","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0"
"303","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","2.0","0.0","2.0","0.0","2.0"
"304","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0"
"305","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"306","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","0.0","1.0","0.0","0.0","1.0","2.0","2.0","0.0","2.0","1.0"
"307","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"308","0.0","2.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","2.0"
"309","2.0","2.0","2.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","1.0","2.0","0.0"
"310","2.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0"
"311","1.0","1.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0"
"312","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0"
"313","1.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0"
"314","1.0","2.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","0.0"
"315","0.0","2.0","2.0","2.0","1.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0"
"316","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0","2.0","0.0","2.0","2.0","2.0","2.0"
"317","1.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"318","2.0","2.0","0.0","0.0","1.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0"
"319","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","2.0","0.0"
"320","2.0","2.0","0.0","0.0","2.0","0.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","2.0","1.0","1.0","2.0","1.0"
"321","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","0.0","1.0","2.0"
"322","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0"
"323","0.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0"
"324","1.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0","2.0","0.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0"
"325","0.0","2.0","0.0","1.0","1.0","1.0","1.0","0.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0","1.0","1.0","1.0"
"326","0.0","2.0","1.0","2.0","1.0","2.0","0.0","2.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0"
"327","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"328","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","0.0","2.0","0.0","2.0","2.0"
"329","2.0","0.0","0.0","0.0","2.0","2.0","1.0","0.0","2.0","2.0","0.0","2.0","0.0","2.0","0.0","1.0","2.0","0.0"
"330","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","0.0"
"331","1.0","0.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","2.0","1.0","0.0","0.0","1.0","2.0","0.0"
"332","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","2.0"
"333","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0"
"334","2.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","2.0","2.0","1.0"
"335","0.0","2.0","0.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","1.0"
"336","1.0","2.0","1.0","2.0","1.0","0.0","1.0","0.0","2.0","2.0","2.0","1.0","2.0","0.0","2.0","2.0","0.0","1.0"
"337","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0"
"338","1.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0","0.0","0.0","2.0"
"339","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","0.0"
"340","0.0","2.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","1.0","2.0"
"341","1.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0","0.0","2.0"
"342","1.0","1.0","1.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"343","0.0","2.0","0.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0","2.0","0.0","1.0","1.0","2.0","2.0","0.0","0.0"
"344","1.0","2.0","1.0","2.0","1.0","0.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"345","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"346","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","0.0","1.0"
"347","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","1.0"
"348","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","1.0"
"349","2.0","0.0","2.0","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","2.0","1.0","1.0","1.0","2.0"
"350","0.0","2.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","1.0","2.0","2.0","1.0","1.0"
"351","1.0","1.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","2.0"
"352","2.0","2.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0"
"353","2.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0"
"354","2.0","2.0","0.0","0.0","1.0","2.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","0.0","1.0","2.0","1.0","0.0"
"355","2.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0","1.0"
"356","0.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","2.0","1.0","1.0"
"357","2.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0"
"358","0.0","2.0","1.0","1.0","1.0","0.0","2.0","0.0","2.0","0.0","2.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0"
"359","2.0","0.0","1.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0","0.0","1.0","1.0","0.0"
"360","2.0","0.0","0.0","0.0","1.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0","1.0","0.0","1.0","1.0","0.0","0.0"
"361","2.0","0.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0","2.0","1.0","1.0","2.0","0.0","0.0","0.0","2.0","1.0"
"362","0.0","2.0","2.0","1.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0"
