"subject_id","X0__0","X1__0","X2__0","X3__0","X0__1","X1__1","X2__1","X3__1"
"386","1.0","1.0","1.0","1.0","1.0","0.0","2.0","0.0"
"387","1.0","2.0","2.0","1.0","2.0","0.0","1.0","1.0"
"388","1.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0"
"389","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0"
"390","1.0","0.0","0.0","1.0","1.0","2.0","1.0","2.0"
"391","0.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0"
"392","1.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0"
"393","0.0","1.0","0.0","2.0","2.0","2.0","1.0","1.0"
"394","1.0","1.0","0.0","1.0","2.0","0.0","2.0","0.0"
"395","2.0","1.0","2.0","1.0","0.0","1.0","2.0","0.0"
"396","0.0","1.0","0.0","1.0","2.0","1.0","1.0","2.0"
"397","1.0","0.0","2.0","1.0","0.0","2.0","2.0","2.0"
"398","0.0","1.0","2.0","0.0","2.0","0.0","0.0","2.0"
"399","0.0","0.0","2.0","2.0","0.0","1.0","2.0","0.0"
"400","2.0","1.0","1.0","0.0","2.0","0.0","2.0","2.0"
"401","0.0","1.0","2.0","2.0","2.0","0.0","2.0","2.0"
"402","0.0","1.0","2.0","0.0","1.0","1.0","1.0","1.0"
"403","0.0","2.0","2.0","2.0","2.0","2.0","0.0","1.0"
"404","2.0","1.0","1.0","0.0","0.0","1.0","1.0","0.0"
"405","1.0","0.0","0.0","1.0","0.0","2.0","1.0","1.0"
"406","0.0","1.0","2.0","1.0","2.0","2.0","0.0","2.0"
"407","1.0","1.0","0.0","0.0","2.0","1.0","2.0","2.0"
"408","0.0","1.0","1.0","1.0","0.0","0.0","2.0","2.0"
"409","2.0","2.0","2.0","1.0","1.0","2.0","1.0","0.0"
"410","1.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0"
"411","0.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0"
"412","2.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0"
"413","0.0","0.0","1.0","2.0","1.0","2.0","2.0","0.0"
"414","2.0","2.0","0.0","0.0","2.0","0.0","0.0","2.0"
"415","0.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0"
"416","1.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"417","1.0","2.0","1.0","0.0","1.0","0.0","2.0","2.0"
"418","2.0","1.0","0.0","0.0","0.0","2.0","2.0","0.0"
"419","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0"
"420","1.0","2.0","2.0","0.0","1.0","0.0","0.0","1.0"
"421","0.0","0.0","2.0","2.0","0.0","0.0","1.0","0.0"
"422","2.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"423","0.0","1.0","0.0","1.0","1.0","1.0","2.0","1.0"
"424","0.0","1.0","0.0","2.0","0.0","1.0","0.0","1.0"
"425","1.0","2.0","2.0","1.0","1.0","2.0","1.0","1.0"
"426","1.0","2.0","1.0","2.0","2.0","0.0","2.0","0.0"
"427","1.0","1.0","2.0","2.0","0.0","0.0","0.0","2.0"
"428","2.0","2.0","1.0","0.0","1.0","0.0","1.0","0.0"
"429","0.0","0.0","2.0","2.0","1.0","2.0","2.0","2.0"
"430","2.0","0.0","0.0","1.0","0.0","0.0","2.0","2.0"
"431","0.0","0.0","2.0","0.0","2.0","2.0","0.0","0.0"
"432","2.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0"
"433","2.0","2.0","0.0","2.0","0.0","2.0","2.0","0.0"
"434","1.0","2.0","0.0","0.0","1.0","0.0","0.0","0.0"
"435","2.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"436","1.0","1.0","1.0","2.0","0.0","2.0","0.0","0.0"
"437","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0"
"438","0.0","2.0","2.0","0.0","2.0","0.0","0.0","1.0"
"439","0.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"440","2.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0"
"441","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0"
"442","2.0","0.0","0.0","1.0","0.0","0.0","2.0","1.0"
"443","1.0","1.0","0.0","2.0","1.0","2.0","0.0","2.0"
"444","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0"
"445","0.0","2.0","2.0","0.0","0.0","0.0","1.0","2.0"
"446","1.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"447","0.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0"
"448","2.0","2.0","0.0","0.0","0.0","2.0","2.0","2.0"
"449","2.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"450","1.0","1.0","1.0","0.0","2.0","2.0","2.0","2.0"
"451","0.0","0.0","2.0","2.0","2.0","2.0","2.0","0.0"
"452","2.0","2.0","1.0","0.0","0.0","0.0","1.0","2.0"
"453","2.0","0.0","0.0","1.0","0.0","1.0","2.0","2.0"
"454","0.0","1.0","2.0","1.0","2.0","2.0","0.0","0.0"
"455","1.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0"
"456","1.0","2.0","1.0","2.0","0.0","2.0","0.0","0.0"
"457","2.0","0.0","0.0","1.0","0.0","0.0","2.0","2.0"
"458","1.0","2.0","2.0","0.0","2.0","0.0","2.0","2.0"
"459","2.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0"
"460","0.0","0.0","2.0","2.0","0.0","2.0","2.0","2.0"
"461","0.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0"
"462","1.0","2.0","0.0","2.0","0.0","2.0","1.0","2.0"
"463","2.0","2.0","0.0","1.0","0.0","2.0","2.0","1.0"
"464","2.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0"
"465","0.0","2.0","1.0","0.0","2.0","0.0","0.0","2.0"
"466","2.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0"
"467","0.0","2.0","2.0","1.0","2.0","1.0","0.0","2.0"
"468","0.0","1.0","2.0","2.0","2.0","0.0","0.0","2.0"
"469","0.0","1.0","2.0","2.0","0.0","0.0","2.0","0.0"
"470","1.0","0.0","1.0","0.0","2.0","0.0","2.0","2.0"
"471","0.0","1.0","2.0","2.0","0.0","1.0","0.0","1.0"
"472","0.0","2.0","2.0","0.0","1.0","0.0","0.0","2.0"
"473","1.0","0.0","0.0","2.0","1.0","2.0","2.0","0.0"
"474","1.0","2.0","2.0","0.0","1.0","0.0","0.0","2.0"
"475","2.0","1.0","0.0","1.0","1.0","2.0","1.0","1.0"
"476","0.0","2.0","1.0","2.0","1.0","2.0","0.0","0.0"
"477","1.0","1.0","1.0","2.0","1.0","2.0","1.0","2.0"
"478","2.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"479","0.0","0.0","2.0","1.0","0.0","1.0","0.0","1.0"
"480","0.0","2.0","1.0","0.0","2.0","0.0","0.0","2.0"
"481","2.0","1.0","1.0","0.0","2.0","0.0","0.0","2.0"
"482","1.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"483","0.0","2.0","2.0","2.0","2.0","1.0","0.0","2.0"
"484","0.0","2.0","2.0","0.0","2.0","0.0","0.0","1.0"
"485","1.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"486","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0"
"487","2.0","1.0","0.0","2.0","0.0","1.0","1.0","1.0"
"488","2.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0"
"489","1.0","1.0","0.0","2.0","0.0","2.0","1.0","0.0"
"490","1.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0"
"491","0.0","0.0","0.0","2.0","1.0","2.0","1.0","0.0"
"492","1.0","2.0","1.0","0.0","1.0","0.0","0.0","2.0"
"493","0.0","2.0","1.0","0.0","1.0","0.0","1.0","2.0"
"494","1.0","2.0","1.0","2.0","0.0","2.0","2.0","2.0"
"495","1.0","1.0","1.0","2.0","2.0","1.0","2.0","1.0"
"496","1.0","0.0","0.0","2.0","1.0","1.0","2.0","0.0"
"497","2.0","1.0","2.0","2.0","0.0","2.0","0.0","1.0"
"498","0.0","1.0","2.0","2.0","2.0","2.0","0.0","1.0"
"499","2.0","0.0","2.0","2.0","1.0","2.0","2.0","0.0"
"500","0.0","1.0","0.0","2.0","0.0","2.0","1.0","2.0"
"501","2.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"502","2.0","2.0","1.0","2.0","1.0","1.0","0.0","1.0"
"503","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"504","1.0","1.0","2.0","2.0","2.0","0.0","1.0","0.0"
"505","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0"
"506","2.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0"
"507","1.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"508","2.0","2.0","0.0","1.0","0.0","0.0","2.0","2.0"
"509","0.0","0.0","2.0","0.0","2.0","1.0","0.0","2.0"
"510","2.0","2.0","0.0","2.0","0.0","0.0","2.0","1.0"
"511","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0"
"512","1.0","1.0","2.0","2.0","0.0","2.0","1.0","2.0"
"513","0.0","1.0","0.0","2.0","2.0","2.0","2.0","1.0"
"514","2.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0"
"515","1.0","1.0","1.0","1.0","0.0","2.0","1.0","2.0"
"516","2.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0"
"517","0.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0"
"518","0.0","0.0","2.0","0.0","2.0","1.0","0.0","2.0"
"519","1.0","2.0","2.0","0.0","1.0","2.0","0.0","0.0"
"520","2.0","0.0","0.0","2.0","0.0","2.0","2.0","2.0"
"521","1.0","1.0","2.0","2.0","0.0","2.0","1.0","1.0"
"522","0.0","1.0","2.0","1.0","2.0","0.0","0.0","1.0"
"523","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0"
"524","0.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0"
"525","1.0","1.0","2.0","1.0","0.0","1.0","2.0","2.0"
"526","2.0","2.0","0.0","1.0","0.0","2.0","2.0","0.0"
"527","2.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"528","1.0","0.0","2.0","2.0","0.0","2.0","2.0","1.0"
"529","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0"
"530","1.0","1.0","0.0","0.0","0.0","2.0","1.0","2.0"
"531","0.0","0.0","2.0","2.0","2.0","1.0","0.0","1.0"
"532","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0"
"533","2.0","2.0","0.0","1.0","0.0","2.0","2.0","2.0"
"534","1.0","2.0","1.0","0.0","1.0","0.0","2.0","2.0"
"535","2.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0"
"536","1.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0"
"537","2.0","1.0","2.0","2.0","0.0","0.0","0.0","1.0"
"538","0.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0"
"539","0.0","1.0","2.0","0.0","2.0","0.0","0.0","0.0"
"540","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0"
"541","2.0","0.0","1.0","1.0","0.0","1.0","2.0","0.0"
"542","0.0","1.0","2.0","2.0","0.0","2.0","0.0","1.0"
"543","1.0","1.0","1.0","2.0","0.0","1.0","2.0","2.0"
"544","2.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0"
"545","2.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"546","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0"
"547","2.0","1.0","0.0","2.0","1.0","0.0","2.0","2.0"
"548","1.0","1.0","1.0","0.0","2.0","1.0","0.0","2.0"
"549","0.0","0.0","1.0","2.0","2.0","2.0","0.0","0.0"
"550","0.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"551","1.0","1.0","2.0","0.0","0.0","2.0","1.0","0.0"
"552","2.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"553","0.0","1.0","2.0","1.0","0.0","2.0","0.0","0.0"
"554","1.0","2.0","2.0","0.0","2.0","1.0","2.0","2.0"
"555","1.0","1.0","1.0","2.0","2.0","0.0","1.0","1.0"
"556","1.0","0.0","1.0","2.0","0.0","2.0","1.0","2.0"
"557","0.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"558","0.0","0.0","2.0","0.0","2.0","0.0","1.0","0.0"
"559","0.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"560","0.0","0.0","2.0","2.0","2.0","0.0","1.0","1.0"
"561","0.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0"
"562","2.0","0.0","0.0","2.0","0.0","1.0","2.0","2.0"
"563","0.0","1.0","1.0","1.0","2.0","0.0","2.0","1.0"
"564","1.0","2.0","1.0","0.0","0.0","0.0","2.0","2.0"
"565","1.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0"
"566","1.0","2.0","1.0","2.0","2.0","0.0","0.0","2.0"
"567","2.0","1.0","1.0","0.0","0.0","2.0","1.0","1.0"
"568","1.0","1.0","1.0","2.0","2.0","2.0","1.0","0.0"
"569","1.0","0.0","2.0","0.0","2.0","2.0","0.0","1.0"
"570","1.0","2.0","1.0","0.0","1.0","0.0","1.0","2.0"
"571","1.0","1.0","2.0","0.0","0.0","1.0","1.0","2.0"
"572","0.0","1.0","2.0","0.0","0.0","1.0","1.0","1.0"
"573","0.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0"
"574","1.0","0.0","0.0","1.0","1.0","1.0","2.0","0.0"
"575","0.0","0.0","2.0","0.0","2.0","0.0","2.0","0.0"
"576","2.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0"
"577","1.0","1.0","0.0","0.0","1.0","2.0","1.0","1.0"
"578","0.0","1.0","2.0","1.0","2.0","1.0","0.0","0.0"
"579","1.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"580","0.0","1.0","2.0","2.0","2.0","0.0","0.0","1.0"
"581","0.0","1.0","2.0","2.0","2.0","2.0","1.0","0.0"
"582","2.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0"
"583","2.0","0.0","2.0","2.0","2.0","2.0","2.0","0.0"
"584","0.0","1.0","0.0","0.0","1.0","2.0","0.0","2.0"
"585","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0"
"586","2.0","2.0","0.0","0.0","0.0","1.0","2.0","2.0"
"587","2.0","2.0","0.0","0.0","0.0","0.0","2.0","0.0"
"588","0.0","0.0","1.0","0.0","0.0","1.0","2.0","1.0"
"589","0.0","1.0","2.0","2.0","2.0","0.0","0.0","0.0"
"590","0.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"591","2.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"592","2.0","0.0","1.0","2.0","0.0","2.0","1.0","0.0"
"593","0.0","0.0","2.0","0.0","2.0","2.0","0.0","1.0"
"594","2.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"595","1.0","1.0","2.0","0.0","0.0","1.0","1.0","1.0"
"596","2.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0"
"597","0.0","0.0","2.0","1.0","2.0","0.0","0.0","1.0"
"598","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0"
"599","2.0","2.0","0.0","1.0","0.0","1.0","2.0","0.0"
"600","0.0","1.0","2.0","1.0","0.0","1.0","1.0","0.0"
"601","1.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"602","0.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"603","1.0","2.0","1.0","0.0","2.0","0.0","0.0","1.0"
"604","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"605","1.0","0.0","0.0","1.0","0.0","2.0","2.0","2.0"
"606","1.0","1.0","0.0","2.0","1.0","2.0","2.0","1.0"
"607","1.0","0.0","1.0","2.0","2.0","2.0","1.0","0.0"
"608","0.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"609","2.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0"
"610","0.0","0.0","2.0","2.0","2.0","2.0","0.0","2.0"
"611","0.0","2.0","2.0","1.0","2.0","1.0","0.0","0.0"
"612","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0"
"613","1.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"614","0.0","1.0","0.0","1.0","0.0","2.0","0.0","0.0"
"615","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"616","2.0","0.0","0.0","1.0","0.0","1.0","2.0","2.0"
"617","0.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0"
"618","1.0","1.0","0.0","2.0","2.0","2.0","2.0","2.0"
"619","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0"
"620","0.0","2.0","2.0","2.0","2.0","1.0","0.0","1.0"
"621","2.0","0.0","1.0","2.0","1.0","1.0","0.0","0.0"
"622","2.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0"
"623","1.0","0.0","1.0","2.0","1.0","2.0","0.0","0.0"
"624","2.0","1.0","2.0","1.0","0.0","2.0","0.0","2.0"
"625","2.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"626","2.0","2.0","0.0","0.0","0.0","1.0","2.0","1.0"
"627","0.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0"
"628","0.0","2.0","1.0","0.0","1.0","0.0","0.0","0.0"
"629","1.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0"
"630","1.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0"
"631","0.0","2.0","2.0","2.0","2.0","2.0","0.0","0.0"
"632","1.0","1.0","0.0","1.0","2.0","2.0","2.0","1.0"
"633","2.0","0.0","1.0","2.0","1.0","2.0","2.0","1.0"
"634","2.0","0.0","0.0","2.0","0.0","1.0","2.0","1.0"
"635","0.0","0.0","0.0","2.0","2.0","2.0","0.0","0.0"
"636","0.0","1.0","2.0","0.0","2.0","1.0","0.0","2.0"
"637","0.0","0.0","1.0","2.0","2.0","1.0","0.0","1.0"
"638","0.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0"
"639","0.0","1.0","2.0","1.0","2.0","0.0","0.0","2.0"
"640","2.0","1.0","2.0","0.0","1.0","0.0","0.0","0.0"
"641","2.0","2.0","2.0","0.0","1.0","0.0","2.0","2.0"
"642","1.0","1.0","1.0","1.0","2.0","1.0","1.0","1.0"
"643","0.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0"
"644","2.0","1.0","0.0","0.0","2.0","1.0","2.0","2.0"
"645","2.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0"
"646","0.0","0.0","0.0","2.0","2.0","1.0","2.0","0.0"
"647","0.0","1.0","2.0","0.0","2.0","2.0","0.0","2.0"
"648","0.0","2.0","0.0","0.0","1.0","0.0","0.0","2.0"
"649","1.0","2.0","2.0","0.0","0.0","0.0","1.0","1.0"
"650","2.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0"
"651","0.0","2.0","0.0","0.0","2.0","0.0","0.0","2.0"
"652","2.0","0.0","0.0","2.0","0.0","2.0","2.0","2.0"
"653","2.0","1.0","2.0","1.0","0.0","2.0","1.0","0.0"
"654","2.0","0.0","2.0","2.0","1.0","0.0","1.0","0.0"
"655","2.0","1.0","2.0","2.0","1.0","0.0","0.0","0.0"
"656","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"657","0.0","2.0","2.0","0.0","2.0","2.0","0.0","2.0"
"658","0.0","1.0","1.0","0.0","0.0","1.0","1.0","2.0"
"659","1.0","2.0","1.0","1.0","2.0","0.0","0.0","1.0"
"660","2.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0"
"661","1.0","1.0","0.0","0.0","1.0","1.0","2.0","0.0"
"662","1.0","2.0","0.0","2.0","2.0","1.0","1.0","2.0"
"663","0.0","0.0","1.0","1.0","2.0","2.0","0.0","2.0"
"664","0.0","1.0","2.0","0.0","2.0","0.0","0.0","2.0"
"665","2.0","2.0","1.0","0.0","2.0","0.0","2.0","2.0"
"666","1.0","2.0","1.0","0.0","2.0","0.0","0.0","2.0"
"667","1.0","2.0","1.0","0.0","0.0","1.0","2.0","2.0"
"668","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0"
"669","2.0","0.0","0.0","1.0","1.0","2.0","2.0","2.0"
"670","0.0","2.0","2.0","1.0","2.0","1.0","0.0","1.0"
"671","0.0","2.0","2.0","1.0","2.0","0.0","0.0","0.0"
"672","1.0","0.0","0.0","1.0","2.0","1.0","2.0","0.0"
"673","2.0","1.0","0.0","2.0","0.0","1.0","2.0","2.0"
"674","1.0","0.0","0.0","2.0","0.0","2.0","0.0","2.0"
"675","0.0","1.0","2.0","0.0","2.0","0.0","0.0","1.0"
"676","0.0","0.0","2.0","0.0","2.0","1.0","0.0","1.0"
"677","2.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0"
"678","0.0","1.0","2.0","1.0","1.0","2.0","2.0","0.0"
"679","2.0","0.0","0.0","2.0","0.0","1.0","2.0","1.0"
"680","0.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0"
"681","0.0","1.0","2.0","0.0","2.0","1.0","0.0","1.0"
"682","0.0","2.0","0.0","2.0","0.0","1.0","0.0","1.0"
"683","1.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0"
"684","1.0","2.0","0.0","0.0","2.0","1.0","2.0","2.0"
"685","1.0","1.0","1.0","0.0","2.0","1.0","0.0","0.0"
"686","1.0","0.0","0.0","1.0","0.0","0.0","1.0","2.0"
"687","1.0","0.0","0.0","2.0","1.0","2.0","2.0","1.0"
"688","2.0","1.0","1.0","1.0","2.0","1.0","0.0","0.0"
"689","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0"
"690","2.0","1.0","1.0","1.0","2.0","0.0","2.0","1.0"
"691","2.0","1.0","0.0","2.0","0.0","0.0","2.0","1.0"
"692","2.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0"
"693","1.0","0.0","2.0","1.0","0.0","0.0","2.0","1.0"
"694","2.0","2.0","2.0","0.0","1.0","0.0","1.0","2.0"
"695","1.0","1.0","0.0","1.0","2.0","1.0","1.0","0.0"
"696","0.0","0.0","2.0","2.0","2.0","2.0","0.0","0.0"
"697","1.0","0.0","2.0","1.0","0.0","1.0","2.0","0.0"
"698","2.0","1.0","0.0","1.0","0.0","0.0","2.0","2.0"
"699","2.0","0.0","2.0","2.0","0.0","2.0","1.0","0.0"
"700","1.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0"
"701","2.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0"
"702","0.0","2.0","2.0","2.0","2.0","0.0","0.0","1.0"
"703","2.0","1.0","0.0","0.0","0.0","1.0","2.0","2.0"
"704","2.0","1.0","1.0","1.0","2.0","1.0","0.0","2.0"
"705","2.0","1.0","2.0","1.0","0.0","0.0","0.0","1.0"
"706","0.0","0.0","2.0","2.0","0.0","1.0","2.0","0.0"
"707","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"708","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0"
"709","1.0","2.0","0.0","0.0","2.0","0.0","2.0","2.0"
"710","2.0","0.0","0.0","2.0","0.0","1.0","2.0","0.0"
"711","1.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0"
"712","2.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0"
"713","1.0","1.0","1.0","0.0","0.0","2.0","2.0","1.0"
"714","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0"
"715","2.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0"
"716","1.0","0.0","0.0","0.0","2.0","1.0","2.0","0.0"
"717","2.0","1.0","0.0","0.0","0.0","0.0","2.0","1.0"
"718","2.0","0.0","0.0","2.0","2.0","2.0","1.0","0.0"
"719","1.0","2.0","2.0","1.0","1.0","1.0","1.0","2.0"
"720","0.0","0.0","2.0","1.0","2.0","2.0","0.0","2.0"
"721","1.0","2.0","0.0","0.0","1.0","0.0","1.0","2.0"
"722","1.0","2.0","0.0","1.0","0.0","0.0","2.0","1.0"
"723","1.0","0.0","0.0","2.0","2.0","2.0","1.0","0.0"
"724","2.0","2.0","0.0","0.0","0.0","0.0","1.0","2.0"
"725","2.0","1.0","1.0","1.0","2.0","0.0","0.0","1.0"
"726","0.0","0.0","0.0","2.0","0.0","2.0","2.0","0.0"
"727","2.0","0.0","0.0","2.0","1.0","2.0","0.0","0.0"
"728","0.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0"
"729","2.0","1.0","2.0","1.0","1.0","1.0","0.0","1.0"
"730","0.0","2.0","1.0","0.0","2.0","0.0","1.0","2.0"
"731","0.0","1.0","2.0","2.0","0.0","2.0","0.0","0.0"
"732","2.0","1.0","1.0","0.0","1.0","2.0","1.0","2.0"
"733","2.0","1.0","1.0","0.0","0.0","1.0","2.0","0.0"
"734","1.0","1.0","2.0","1.0","2.0","2.0","1.0","1.0"
"735","1.0","2.0","2.0","0.0","2.0","0.0","0.0","2.0"
"736","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0"
"737","1.0","1.0","0.0","1.0","0.0","0.0","2.0","1.0"
"738","2.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0"
"739","2.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0"
"740","1.0","0.0","1.0","1.0","0.0","1.0","2.0","2.0"
"741","1.0","0.0","2.0","2.0","1.0","0.0","0.0","2.0"
"742","2.0","1.0","2.0","0.0","0.0","2.0","2.0","0.0"
"743","2.0","1.0","0.0","2.0","0.0","0.0","2.0","2.0"
"744","1.0","2.0","1.0","0.0","1.0","0.0","2.0","2.0"
"745","0.0","0.0","2.0","1.0","2.0","1.0","0.0","0.0"
"746","0.0","0.0","2.0","1.0","2.0","1.0","0.0","1.0"
"747","0.0","0.0","2.0","2.0","2.0","1.0","0.0","1.0"
"748","0.0","1.0","2.0","0.0","0.0","2.0","0.0","1.0"
"749","2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0"
"750","0.0","0.0","0.0","0.0","1.0","2.0","2.0","0.0"
"751","2.0","2.0","0.0","2.0","0.0","2.0","2.0","1.0"
"752","2.0","0.0","0.0","2.0","0.0","2.0","1.0","0.0"
"753","0.0","2.0","2.0","0.0","2.0","1.0","0.0","0.0"
"754","0.0","0.0","2.0","0.0","2.0","1.0","0.0","2.0"
"755","0.0","2.0","2.0","2.0","2.0","0.0","0.0","0.0"
"756","0.0","2.0","1.0","2.0","2.0","1.0","1.0","0.0"
"757","2.0","2.0","0.0","2.0","2.0","0.0","2.0","0.0"
"758","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0"
"759","2.0","2.0","0.0","0.0","1.0","0.0","2.0","2.0"
"760","2.0","0.0","0.0","2.0","0.0","2.0","2.0","1.0"
"761","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0"
"762","0.0","0.0","2.0","2.0","2.0","0.0","0.0","2.0"
"763","2.0","1.0","0.0","1.0","0.0","0.0","2.0","0.0"
"764","2.0","1.0","1.0","2.0","1.0","2.0","0.0","2.0"
"765","2.0","2.0","2.0","0.0","2.0","0.0","0.0","2.0"
"766","0.0","1.0","2.0","2.0","1.0","1.0","1.0","1.0"
"767","0.0","0.0","1.0","2.0","2.0","2.0","2.0","0.0"
"768","1.0","1.0","2.0","2.0","2.0","1.0","0.0","2.0"
"769","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0"
"770","0.0","0.0","1.0","2.0","0.0","2.0","0.0","0.0"
"771","1.0","0.0","2.0","2.0","2.0","1.0","1.0","0.0"
"772","2.0","2.0","2.0","0.0","0.0","0.0","2.0","2.0"
