"subject_id","X1__1","X2__1","X3__1","X4__1","X5__1","X6__1","X7__1","X8__1","X9__1","X10__1","X11__1","X12__1","X1__2","X2__2","X3__2","X4__2","X5__2","X6__2","X7__2","X8__2","X9__2","X10__2","X11__2","X12__2","X1__3","X2__3","X3__3","X4__3","X5__3","X6__3","X7__3","X8__3","X9__3","X10__3","X11__3","X12__3","X1__4","X2__4","X3__4","X4__4","X5__4","X6__4","X7__4","X8__4","X9__4","X10__4","X11__4","X12__4","X1__5","X2__5","X3__5","X4__5","X5__5","X6__5","X7__5","X8__5","X9__5","X10__5","X11__5","X12__5","X1__6","X2__6","X3__6","X4__6","X5__6","X6__6","X7__6","X8__6","X9__6","X10__6","X11__6","X12__6","X1__7","X2__7","X3__7","X4__7","X5__7","X6__7","X7__7","X8__7","X9__7","X10__7","X11__7","X12__7"
"125","3.0","1.0","0.0","3.0","1.0","1.0","3.0","0.0","2.0","1.0","3.0","3.0","2.0","1.0","0.0","3.0","1.0","2.0","3.0","0.0","3.0","1.0","3.0","3.0","2.0","1.0","0.0","3.0","1.0","2.0","2.0","0.0","3.0","1.0","3.0","3.0","2.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","3.0","3.0","2.0","1.0","0.0","3.0","2.0","2.0","0.0","0.0","3.0","2.0","3.0","2.0","2.0","0.0","0.0","3.0","2.0","2.0","0.0","0.0","2.0","3.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","3.0","3.0","1.0"
"126","3.0","2.0","0.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","0.0","3.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","2.0","3.0","2.0","0.0","3.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","3.0","3.0","2.0","0.0","3.0","2.0","2.0","1.0","0.0","1.0","1.0","3.0","3.0","3.0","2.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","3.0","2.0","3.0","2.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","3.0","1.0","3.0","2.0","0.0","3.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0"
"127","3.0","0.0","0.0","2.0","0.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","1.0","2.0","2.0","0.0","3.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","2.0","1.0","0.0","3.0","3.0","2.0","3.0","0.0","1.0","3.0","1.0","3.0","1.0","1.0","0.0","2.0","3.0","2.0","3.0","0.0","1.0","3.0","2.0","2.0","0.0","0.0","1.0","2.0","3.0","2.0","3.0","0.0","1.0","3.0","2.0","2.0","0.0","0.0","1.0","2.0","3.0","1.0","3.0","0.0","2.0","3.0","2.0","2.0","0.0","0.0","2.0","2.0","3.0","2.0"
"128","3.0","1.0","0.0","3.0","0.0","0.0","3.0","2.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","3.0","1.0","2.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","1.0","2.0","1.0","1.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","0.0","2.0","2.0","0.0","2.0","1.0","3.0","3.0","3.0","1.0","0.0","3.0","1.0","2.0","2.0","0.0","2.0","1.0","3.0","2.0","3.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","1.0","1.0","3.0","3.0"
"129","3.0","1.0","0.0","2.0","1.0","2.0","1.0","3.0","3.0","1.0","2.0","1.0","3.0","1.0","0.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","3.0","1.0","0.0","3.0","0.0","3.0","1.0","0.0","3.0","1.0","1.0","2.0","3.0","1.0","0.0","3.0","0.0","3.0","1.0","0.0","3.0","1.0","1.0","2.0","3.0","1.0","0.0","3.0","1.0","3.0","0.0","0.0","2.0","1.0","2.0","2.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","2.0","3.0","1.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","2.0","2.0","1.0"
"130","3.0","2.0","0.0","3.0","0.0","2.0","2.0","1.0","3.0","1.0","2.0","3.0","3.0","1.0","0.0","3.0","0.0","3.0","1.0","1.0","3.0","1.0","1.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","0.0","0.0","3.0","1.0","2.0","3.0","3.0","1.0","0.0","2.0","1.0","3.0","1.0","0.0","2.0","1.0","2.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","3.0","3.0","0.0","1.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","3.0"
"131","3.0","1.0","0.0","2.0","2.0","1.0","0.0","2.0","1.0","3.0","3.0","1.0","3.0","1.0","0.0","3.0","2.0","1.0","1.0","1.0","2.0","3.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","1.0","2.0","0.0","2.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","3.0","2.0","3.0","1.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","2.0","3.0","1.0","3.0","1.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","3.0","3.0","1.0","3.0","1.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","3.0","1.0"
"132","3.0","1.0","0.0","1.0","1.0","2.0","1.0","3.0","2.0","1.0","2.0","0.0","3.0","0.0","0.0","2.0","2.0","1.0","1.0","3.0","1.0","2.0","2.0","0.0","3.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","1.0","2.0","3.0","0.0","0.0","3.0","1.0","3.0","1.0","0.0","2.0","1.0","1.0","3.0","3.0","0.0","0.0","3.0","1.0","3.0","0.0","0.0","2.0","0.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0"
"133","3.0","0.0","0.0","3.0","1.0","1.0","3.0","1.0","2.0","2.0","2.0","3.0","3.0","0.0","0.0","3.0","1.0","1.0","3.0","0.0","2.0","3.0","3.0","3.0","3.0","0.0","0.0","3.0","0.0","2.0","2.0","0.0","2.0","2.0","3.0","3.0","3.0","0.0","0.0","3.0","1.0","3.0","1.0","0.0","2.0","2.0","3.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","3.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","3.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","3.0","3.0","2.0"
"134","3.0","3.0","0.0","3.0","2.0","0.0","2.0","0.0","2.0","2.0","2.0","3.0","3.0","2.0","0.0","3.0","2.0","0.0","2.0","1.0","2.0","2.0","1.0","3.0","3.0","2.0","0.0","3.0","2.0","0.0","3.0","0.0","2.0","2.0","2.0","3.0","3.0","2.0","0.0","3.0","2.0","1.0","2.0","0.0","2.0","2.0","3.0","3.0","2.0","2.0","0.0","3.0","2.0","2.0","1.0","0.0","3.0","2.0","3.0","2.0","2.0","2.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","1.0","3.0","1.0","2.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","1.0","3.0","2.0"
"135","3.0","0.0","0.0","3.0","0.0","3.0","2.0","1.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","0.0","1.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","0.0","0.0","3.0","1.0","2.0","3.0","3.0","0.0","0.0","2.0","1.0","3.0","0.0","0.0","3.0","1.0","1.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","3.0","3.0","0.0","1.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","3.0","1.0"
"136","3.0","2.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","0.0","1.0","1.0","3.0","2.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","0.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0","2.0","2.0","0.0","3.0","0.0","2.0","2.0","3.0","1.0","0.0","3.0","1.0","2.0","2.0","0.0","2.0","1.0","3.0","2.0","3.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","2.0","3.0","2.0"
"137","2.0","1.0","0.0","1.0","1.0","1.0","1.0","3.0","2.0","1.0","2.0","1.0","2.0","1.0","0.0","2.0","1.0","2.0","0.0","3.0","1.0","1.0","3.0","1.0","2.0","0.0","0.0","2.0","2.0","2.0","0.0","3.0","1.0","1.0","3.0","1.0","3.0","0.0","0.0","2.0","2.0","2.0","0.0","2.0","1.0","1.0","3.0","1.0","3.0","0.0","0.0","2.0","2.0","2.0","0.0","2.0","0.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","3.0","2.0","0.0","1.0","0.0","2.0","3.0","1.0","3.0","0.0","1.0","3.0","3.0","3.0","0.0","1.0","1.0","2.0","3.0","1.0"
"138","3.0","3.0","0.0","2.0","1.0","1.0","1.0","2.0","3.0","0.0","2.0","0.0","3.0","3.0","0.0","2.0","1.0","1.0","1.0","2.0","3.0","1.0","1.0","1.0","2.0","3.0","0.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","0.0","2.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","0.0","3.0","3.0","2.0","1.0","0.0","1.0","1.0","2.0","2.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","1.0","3.0","2.0"
"139","3.0","1.0","0.0","3.0","1.0","2.0","2.0","0.0","2.0","1.0","1.0","2.0","3.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","1.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","1.0","0.0","2.0","1.0","2.0","3.0","2.0","2.0","0.0","3.0","1.0","3.0","1.0","0.0","3.0","0.0","2.0","3.0","2.0","2.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","0.0","3.0","3.0","2.0","2.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","0.0","3.0","2.0","3.0","2.0","0.0","3.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","1.0"
"140","3.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","2.0","2.0","3.0","3.0","2.0","0.0","3.0","2.0","2.0","2.0","0.0","2.0","1.0","2.0","3.0","3.0","1.0","0.0","3.0","3.0","2.0","1.0","0.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","2.0","2.0","1.0","2.0","0.0","1.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","0.0","2.0","0.0","1.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","0.0","2.0","0.0","2.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","0.0"
"141","3.0","2.0","0.0","3.0","0.0","3.0","0.0","1.0","3.0","0.0","1.0","3.0","3.0","1.0","0.0","3.0","0.0","3.0","1.0","1.0","2.0","1.0","2.0","2.0","3.0","0.0","0.0","3.0","1.0","3.0","1.0","1.0","2.0","2.0","2.0","2.0","3.0","1.0","0.0","3.0","1.0","3.0","0.0","0.0","2.0","2.0","1.0","2.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","1.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","1.0","2.0","3.0","2.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","2.0","2.0","2.0"
"142","3.0","2.0","0.0","3.0","0.0","1.0","3.0","0.0","3.0","0.0","1.0","0.0","3.0","2.0","0.0","3.0","0.0","2.0","3.0","0.0","3.0","0.0","1.0","0.0","3.0","2.0","0.0","3.0","0.0","2.0","2.0","0.0","3.0","0.0","1.0","2.0","3.0","1.0","0.0","3.0","0.0","3.0","2.0","1.0","3.0","0.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","2.0","1.0","1.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","2.0","0.0","1.0","2.0","2.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","2.0","0.0","2.0","3.0","2.0","3.0"
"143","3.0","3.0","0.0","3.0","1.0","0.0","3.0","1.0","3.0","0.0","0.0","1.0","2.0","3.0","0.0","3.0","1.0","0.0","3.0","1.0","3.0","0.0","0.0","2.0","3.0","3.0","0.0","3.0","1.0","0.0","3.0","0.0","3.0","1.0","1.0","2.0","3.0","3.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","0.0","1.0","2.0","3.0","2.0","0.0","3.0","2.0","1.0","3.0","0.0","2.0","0.0","1.0","3.0","3.0","2.0","0.0","3.0","2.0","1.0","2.0","0.0","2.0","1.0","1.0","3.0","3.0","1.0","0.0","3.0","2.0","2.0","1.0","0.0","2.0","1.0","2.0","3.0"
"144","3.0","1.0","0.0","3.0","0.0","1.0","3.0","0.0","2.0","1.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","2.0","3.0","0.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","2.0","0.0","1.0","2.0","2.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","2.0","0.0","2.0","2.0","2.0","2.0","3.0","0.0","0.0","3.0","2.0","3.0","1.0","0.0","2.0","2.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","2.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","3.0","2.0","1.0"
"145","3.0","3.0","0.0","3.0","0.0","0.0","3.0","0.0","3.0","0.0","2.0","0.0","3.0","3.0","0.0","3.0","0.0","1.0","3.0","0.0","3.0","0.0","2.0","0.0","2.0","2.0","0.0","3.0","0.0","1.0","3.0","0.0","3.0","0.0","2.0","1.0","1.0","3.0","0.0","3.0","1.0","1.0","2.0","0.0","3.0","0.0","2.0","2.0","2.0","2.0","0.0","3.0","1.0","2.0","2.0","0.0","3.0","0.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","1.0","2.0","2.0"
"146","3.0","2.0","0.0","2.0","1.0","2.0","1.0","1.0","3.0","0.0","3.0","3.0","3.0","2.0","0.0","1.0","1.0","3.0","1.0","1.0","2.0","1.0","3.0","2.0","3.0","2.0","0.0","1.0","2.0","3.0","0.0","1.0","1.0","2.0","3.0","2.0","3.0","2.0","0.0","2.0","2.0","3.0","0.0","1.0","1.0","2.0","3.0","1.0","3.0","1.0","0.0","2.0","3.0","3.0","0.0","1.0","1.0","2.0","3.0","1.0","3.0","1.0","0.0","3.0","3.0","2.0","0.0","0.0","2.0","3.0","2.0","2.0","3.0","1.0","0.0","3.0","2.0","3.0","0.0","0.0","3.0","3.0","3.0","1.0"
"147","2.0","1.0","0.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","3.0","1.0","3.0","1.0","0.0","2.0","1.0","1.0","1.0","3.0","1.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","1.0","1.0","1.0","3.0","1.0","2.0","3.0","1.0","3.0","0.0","0.0","3.0","2.0","1.0","1.0","2.0","1.0","2.0","3.0","2.0","3.0","0.0","1.0","3.0","2.0","2.0","1.0","1.0","1.0","3.0","2.0","2.0","3.0","0.0","2.0","3.0","1.0","3.0","0.0","0.0","2.0","1.0","3.0","3.0","3.0","0.0","2.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0"
"148","3.0","1.0","0.0","3.0","1.0","2.0","1.0","3.0","1.0","1.0","3.0","2.0","3.0","1.0","0.0","3.0","1.0","2.0","0.0","1.0","1.0","1.0","3.0","3.0","3.0","0.0","0.0","3.0","1.0","2.0","1.0","0.0","1.0","2.0","3.0","3.0","3.0","1.0","0.0","3.0","2.0","3.0","1.0","0.0","1.0","2.0","3.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","3.0","3.0","2.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","3.0","0.0"
"149","2.0","3.0","0.0","3.0","1.0","0.0","3.0","0.0","3.0","0.0","2.0","2.0","2.0","3.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","0.0","2.0","2.0","2.0","3.0","0.0","3.0","1.0","1.0","3.0","0.0","2.0","0.0","2.0","3.0","3.0","2.0","0.0","3.0","3.0","1.0","3.0","0.0","1.0","2.0","1.0","3.0","3.0","1.0","0.0","3.0","3.0","1.0","2.0","0.0","1.0","3.0","1.0","3.0","3.0","1.0","0.0","3.0","3.0","1.0","2.0","0.0","1.0","3.0","2.0","3.0","3.0","0.0","0.0","3.0","3.0","2.0","1.0","0.0","2.0","3.0","1.0","3.0"
"150","3.0","2.0","0.0","3.0","0.0","2.0","1.0","0.0","3.0","0.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0","2.0","1.0","0.0","3.0","0.0","2.0","2.0","3.0","2.0","0.0","3.0","1.0","2.0","1.0","0.0","2.0","2.0","2.0","3.0","3.0","1.0","0.0","3.0","1.0","3.0","1.0","0.0","2.0","2.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","3.0","0.0","0.0","2.0","3.0","2.0","3.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","1.0","3.0","3.0","2.0","3.0","0.0","0.0","3.0","3.0","3.0","0.0","0.0","2.0","3.0","3.0","1.0"
"151","2.0","0.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","3.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","2.0","2.0","0.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","3.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","3.0","1.0"
"152","3.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","1.0","0.0","3.0","2.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","1.0","0.0","3.0","1.0","3.0","3.0","1.0","1.0","3.0","2.0","0.0","3.0","1.0","0.0","3.0","1.0","3.0","3.0","1.0","1.0","3.0","2.0","0.0","2.0","2.0","0.0","3.0","1.0","3.0","3.0","0.0","1.0","3.0","1.0","0.0","2.0","2.0","0.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","0.0","0.0","2.0","2.0","1.0","3.0","0.0","3.0","3.0","2.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0"
"153","3.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","1.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","1.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","0.0"
"154","2.0","2.0","3.0","3.0","0.0","1.0","3.0","0.0","0.0","3.0","1.0","0.0","3.0","2.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","1.0","0.0","3.0","2.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","1.0","1.0","3.0","1.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","1.0","1.0","3.0","1.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","1.0","1.0","3.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","2.0","1.0","3.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","3.0","1.0"
"155","3.0","1.0","3.0","3.0","0.0","1.0","3.0","2.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","1.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","1.0","1.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","1.0","1.0","3.0","0.0","0.0","3.0","2.0","1.0","3.0","0.0","3.0","3.0","1.0","2.0","3.0","0.0","0.0","2.0","3.0","1.0","3.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","0.0","2.0","3.0","1.0","3.0","0.0","3.0","3.0","2.0","3.0","2.0","0.0","0.0","2.0","3.0","1.0"
"156","2.0","3.0","3.0","3.0","0.0","2.0","3.0","0.0","1.0","2.0","1.0","2.0","3.0","2.0","3.0","3.0","1.0","2.0","3.0","0.0","0.0","2.0","2.0","2.0","3.0","1.0","3.0","3.0","1.0","2.0","3.0","0.0","0.0","1.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","3.0","0.0","2.0","3.0","1.0","2.0","3.0","0.0","0.0","2.0","1.0","2.0","3.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","0.0","2.0","2.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","2.0","0.0","0.0","2.0","3.0","1.0"
"157","2.0","1.0","3.0","1.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","1.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0","1.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","1.0","0.0","3.0","3.0","1.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","3.0","1.0","0.0","3.0","2.0","0.0","2.0","0.0","3.0","1.0","0.0","3.0","3.0","1.0","0.0","2.0","2.0","0.0","2.0","0.0","3.0","2.0","1.0","3.0","3.0","1.0","0.0","2.0","2.0","0.0"
"158","3.0","1.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","3.0","0.0","3.0","2.0","0.0","2.0","3.0","1.0","0.0","3.0","1.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","1.0","1.0","3.0","1.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","1.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","2.0","2.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","3.0","1.0"
"159","2.0","0.0","3.0","0.0","0.0","1.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","2.0","3.0","0.0","0.0","3.0","1.0","1.0"
"160","2.0","0.0","3.0","1.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","1.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","1.0","0.0","2.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","0.0","0.0"
"161","2.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","3.0","0.0","3.0","3.0","0.0","2.0","3.0","0.0","0.0","3.0","0.0","0.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","0.0","0.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","1.0","1.0","2.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","0.0","2.0","0.0","2.0"
"162","2.0","1.0","3.0","1.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","2.0","1.0","3.0","2.0","0.0","2.0","3.0","1.0","0.0","3.0","0.0","0.0","3.0","1.0","3.0","2.0","0.0","2.0","3.0","1.0","0.0","2.0","0.0","0.0","3.0","0.0","3.0","2.0","0.0","2.0","3.0","1.0","0.0","2.0","1.0","0.0","3.0","0.0","3.0","2.0","0.0","3.0","3.0","1.0","0.0","2.0","1.0","0.0","2.0","0.0","3.0","3.0","1.0","3.0","3.0","0.0","0.0","1.0","2.0","1.0"
"163","2.0","0.0","3.0","2.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","3.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","2.0","2.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0","3.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","1.0","3.0","1.0"
